Casos,Casos confirmados,Casos probables,Departamentos,Distritos,Provincias,Año,Eventos o daños,Semana
0,0,0,LAMBAYEQUE,PIMENTEL,CHICLAYO,2016,Dengue,32
1,1,0,MADRE DE DIOS,HUEPETUHE,MANU,2016,Dengue,32
0,0,0,UCAYALI,SEPAHUA,ATALAYA,2016,Dengue,32
0,0,0,PASCO,OXAPAMPA,OXAPAMPA,2016,Dengue,32
0,0,0,SAN MARTIN,SAN JOSE DE SISA,EL DORADO,2016,Dengue,32
0,0,0,HUANUCO,AMARILIS,HUANUCO,2016,Dengue,32
0,0,0,TUMBES,AGUAS VERDES,ZARUMILLA,2016,Dengue,32
0,0,0,TUMBES,ZARUMILLA,ZARUMILLA,2016,Dengue,32
0,0,0,SAN MARTIN,LA BANDA DE SHILCAYO,SAN MARTIN,2016,Dengue,32
1,1,0,HUANUCO,PILLCO MARCA,HUANUCO,2016,Dengue,32
0,0,0,JUNIN,PICHANAQUI,CHANCHAMAYO,2016,Dengue,32
0,0,0,ICA,SANTIAGO,ICA,2016,Dengue,32
0,0,0,SAN MARTIN,MORALES,SAN MARTIN,2016,Dengue,32
0,0,0,SAN MARTIN,PUCACACA,PICOTA,2016,Dengue,32
0,0,0,HUANUCO,MONZON,HUAMALIES,2016,Dengue,32
0,0,0,PIURA,BELLAVISTA DE LA UNION,SECHURA,2016,Dengue,32
0,0,0,SAN MARTIN,ALONSO DE ALVARADO,LAMAS,2016,Dengue,32
0,0,0,TUMBES,PAMPAS DE HOSPITAL,TUMBES,2016,Dengue,32
0,0,0,LORETO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,2016,Dengue,32
0,0,0,PIURA,SANTO DOMINGO,MORROPON,2016,Dengue,32
0,0,0,ICA,LOS AQUIJES,ICA,2016,Dengue,32
0,0,0,HUANUCO,YUYAPICHIS,PUERTO INCA,2016,Dengue,32
0,0,0,CAJAMARCA,CHILETE,CONTUMAZA,2016,Dengue,32
1,1,0,UCAYALI,RAYMONDI,ATALAYA,2016,Dengue,32
0,0,0,PASCO,PUERTO BERMUDEZ,OXAPAMPA,2016,Dengue,32
0,0,0,PIURA,TAMBO GRANDE,PIURA,2016,Dengue,32
0,0,0,LA LIBERTAD,CHOCOPE,ASCOPE,2016,Dengue,32
0,0,0,LAMBAYEQUE,CHOCHOPE,LAMBAYEQUE,2016,Dengue,32
1,1,0,LA LIBERTAD,PAIJAN,ASCOPE,2016,Dengue,32
0,0,0,ANCASH,BUENA VISTA ALTA,CASMA,2016,Dengue,32
0,0,0,LORETO,EMILIO SAN MARTIN,REQUENA,2016,Dengue,32
0,0,0,LORETO,JENARO HERRERA,REQUENA,2016,Dengue,32
1,1,0,JUNIN,PERENE,CHANCHAMAYO,2016,Dengue,32
0,0,0,PASCO,CONSTITUCION,OXAPAMPA,2016,Dengue,32
0,0,0,CUSCO,SANTA ANA,LA CONVENCION,2016,Dengue,32
0,0,0,MADRE DE DIOS,INAMBARI,TAMBOPATA,2016,Dengue,32
0,0,0,LAMBAYEQUE,JOSE LEONARDO ORTIZ,CHICLAYO,2016,Dengue,32
0,0,0,LAMBAYEQUE,OLMOS,LAMBAYEQUE,2016,Dengue,32
0,0,0,AYACUCHO,SANTA ROSA,LA MAR,2016,Dengue,32
1,1,0,LA LIBERTAD,LAREDO,TRUJILLO,2016,Dengue,32
3,3,0,SAN MARTIN,TOCACHE,TOCACHE,2016,Dengue,32
0,0,0,LIMA,SAN JUAN DE LURIGANCHO,LIMA,2016,Dengue,32
0,0,0,PIURA,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,2016,Dengue,32
3,2,1,PIURA,VEINTISEIS DE OCTUBRE,PIURA,2016,Dengue,32
0,0,0,PASCO,VILLA RICA,OXAPAMPA,2016,Dengue,32
0,0,0,CAJAMARCA,TANTARICA,CONTUMAZA,2016,Dengue,32
1,1,0,LA LIBERTAD,GUADALUPE,PACASMAYO,2016,Dengue,32
2,2,0,LA LIBERTAD,LA ESPERANZA,TRUJILLO,2016,Dengue,32
0,0,0,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,2016,Dengue,32
4,4,0,TUMBES,TUMBES,TUMBES,2016,Dengue,32
0,0,0,PIURA,EL ALTO,TALARA,2016,Dengue,32
0,0,0,AMAZONAS,ARAMANGO,BAGUA,2016,Dengue,32
0,0,0,UCAYALI,IRAZOLA,PADRE ABAD,2016,Dengue,32
0,0,0,SAN MARTIN,CALZADA,MOYOBAMBA,2016,Dengue,32
1,1,0,SAN MARTIN,JUANJUI,MARISCAL CACERES,2016,Dengue,32
0,0,0,HUANUCO,HUANUCO,HUANUCO,2016,Dengue,32
0,0,0,CAJAMARCA,BELLAVISTA,JAEN,2016,Dengue,32
0,0,0,LORETO,PUTUMAYO,PUTUMAYO,2016,Dengue,32
2,2,0,JUNIN,CHANCHAMAYO,CHANCHAMAYO,2016,Dengue,32
0,0,0,CUSCO,ECHARATE,LA CONVENCION,2016,Dengue,32
0,0,0,PIURA,LAS LOMAS,PIURA,2016,Dengue,32
0,0,0,ICA,TATE,ICA,2016,Dengue,32
0,0,0,LORETO,TIGRE,LORETO,2016,Dengue,32
0,0,0,AYACUCHO,ANCO,LA MAR,2016,Dengue,32
0,0,0,ICA,ICA,ICA,2016,Dengue,32
0,0,0,UCAYALI,MANANTAY,CORONEL PORTILLO,2016,Dengue,32
1,1,0,SAN MARTIN,RIOJA,RIOJA,2016,Dengue,32
0,0,0,PIURA,SANTA CATALINA DE MOSSA,MORROPON,2016,Dengue,32
0,0,0,ANCASH,CHIMBOTE,SANTA,2016,Dengue,32
1,0,1,PIURA,QUERECOTILLO,SULLANA,2016,Dengue,32
0,0,0,LAMBAYEQUE,PUCALA,CHICLAYO,2016,Dengue,32
0,0,0,SAN MARTIN,SAPOSOA,HUALLAGA,2016,Dengue,32
0,0,0,LAMBAYEQUE,JAYANCA,LAMBAYEQUE,2016,Dengue,32
2,1,1,PIURA,BELLAVISTA,SULLANA,2016,Dengue,32
0,0,0,AYACUCHO,AYNA,LA MAR,2016,Dengue,32
1,1,0,PIURA,MARCAVELICA,SULLANA,2016,Dengue,32
1,1,0,LORETO,ALTO NANAY,MAYNAS,2016,Dengue,32
0,0,0,MADRE DE DIOS,MADRE DE DIOS,MANU,2016,Dengue,32
0,0,0,PIURA,PAITA,PAITA,2016,Dengue,32
0,0,0,LA LIBERTAD,MOCHE,TRUJILLO,2016,Dengue,32
0,0,0,PIURA,CANCHAQUE,HUANCABAMBA,2016,Dengue,32
0,0,0,LAMBAYEQUE,PITIPO,FERRE�AFE,2016,Dengue,32
0,0,0,TUMBES,CANOAS DE PUNTA SAL,CONTRALMIRANTE VILLAR,2016,Dengue,33
0,0,0,ICA,SAN ANDRES,PISCO,2016,Dengue,33
0,0,0,LAMBAYEQUE,OLMOS,LAMBAYEQUE,2016,Dengue,33
0,0,0,LA LIBERTAD,LAREDO,TRUJILLO,2016,Dengue,33
0,0,0,JUNIN,SAN RAMON,CHANCHAMAYO,2016,Dengue,33
0,0,0,PIURA,PAITA,PAITA,2016,Dengue,33
0,0,0,PIURA,COLAN,PAITA,2016,Dengue,33
0,0,0,ICA,SUBTANJALLA,ICA,2016,Dengue,33
0,0,0,JUNIN,CHANCHAMAYO,CHANCHAMAYO,2016,Dengue,33
1,1,0,PIURA,TAMBO GRANDE,PIURA,2016,Dengue,33
0,0,0,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,2016,Dengue,33
0,0,0,UCAYALI,SEPAHUA,ATALAYA,2016,Dengue,33
0,0,0,PIURA,LAS LOMAS,PIURA,2016,Dengue,33
0,0,0,HUANUCO,YUYAPICHIS,PUERTO INCA,2016,Dengue,33
0,0,0,HUANUCO,CODO DEL POZUZO,PUERTO INCA,2016,Dengue,33
0,0,0,PIURA,LA HUACA,PAITA,2016,Dengue,33
0,0,0,JUNIN,PICHANAQUI,CHANCHAMAYO,2016,Dengue,33
1,1,0,LA LIBERTAD,ASCOPE,ASCOPE,2016,Dengue,33
5,5,0,PIURA,CHULUCANAS,MORROPON,2016,Dengue,33
0,0,0,LAMBAYEQUE,CHICLAYO,CHICLAYO,2016,Dengue,33
8,8,0,TUMBES,TUMBES,TUMBES,2016,Dengue,33
1,0,1,PIURA,LA ARENA,PIURA,2016,Dengue,33
3,2,1,LORETO,IQUITOS,MAYNAS,2016,Dengue,33
0,0,0,JUNIN,RIO TAMBO,SATIPO,2016,Dengue,33
0,0,0,HUANUCO,PUERTO INCA,PUERTO INCA,2016,Dengue,33
0,0,0,AMAZONAS,CAJARURO,UTCUBAMBA,2016,Dengue,33
4,4,0,PIURA,SALITRAL,MORROPON,2016,Dengue,33
0,0,0,PASCO,CONSTITUCION,OXAPAMPA,2016,Dengue,33
0,0,0,SAN MARTIN,NUEVA CAJAMARCA,RIOJA,2016,Dengue,33
0,0,0,TUMBES,MATAPALO,ZARUMILLA,2016,Dengue,33
0,0,0,ANCASH,CHIMBOTE,SANTA,2016,Dengue,33
0,0,0,AYACUCHO,ANCHIHUAY,LA MAR,2016,Dengue,33
0,0,0,LAMBAYEQUE,CHOCHOPE,LAMBAYEQUE,2016,Dengue,33
1,1,0,AMAZONAS,EL MILAGRO,UTCUBAMBA,2016,Dengue,33
0,0,0,CAJAMARCA,BELLAVISTA,JAEN,2016,Dengue,33
0,0,0,CUSCO,SANTA ANA,LA CONVENCION,2016,Dengue,33
0,0,0,LORETO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,2016,Dengue,33
1,1,0,LORETO,ALTO NANAY,MAYNAS,2016,Dengue,33
0,0,0,PIURA,PAIMAS,AYABACA,2016,Dengue,33
0,0,0,SAN MARTIN,POLVORA,TOCACHE,2016,Dengue,33
0,0,0,ICA,PUEBLO NUEVO,ICA,2016,Dengue,33
0,0,0,LORETO,NAUTA,LORETO,2016,Dengue,33
0,0,0,SAN MARTIN,PICOTA,PICOTA,2016,Dengue,33
0,0,0,LA LIBERTAD,PACANGA,CHEPEN,2016,Dengue,33
0,0,0,ICA,PARCONA,ICA,2016,Dengue,33
0,0,0,LORETO,PASTAZA,DATEM DEL MARA�ON,2016,Dengue,33
0,0,0,HUANUCO,DANIEL ALOMIA ROBLES,LEONCIO PRADO,2016,Dengue,33
0,0,0,LAMBAYEQUE,PITIPO,FERRE�AFE,2016,Dengue,33
0,0,0,AYACUCHO,SANTA ROSA,LA MAR,2016,Dengue,33
0,0,0,LORETO,TIGRE,LORETO,2016,Dengue,33
0,0,0,MADRE DE DIOS,I�APARI,TAHUAMANU,2016,Dengue,33
0,0,0,CAJAMARCA,HUARANGO,SAN IGNACIO,2016,Dengue,33
0,0,0,ICA,TATE,ICA,2016,Dengue,33
0,0,0,UCAYALI,CURIMANA,PADRE ABAD,2016,Dengue,33
0,0,0,LORETO,PARINARI,LORETO,2016,Dengue,33
1,1,0,HUANUCO,RUPA-RUPA,LEONCIO PRADO,2016,Dengue,33
0,0,0,LAMBAYEQUE,PUCALA,CHICLAYO,2016,Dengue,33
0,0,0,PIURA,RINCONADA LLICUAR,SECHURA,2016,Dengue,33
0,0,0,LAMBAYEQUE,PATAPO,CHICLAYO,2016,Dengue,33
0,0,0,SAN MARTIN,BARRANQUITA,LAMAS,2016,Dengue,33
0,0,0,MADRE DE DIOS,HUEPETUHE,MANU,2016,Dengue,33
0,0,0,HUANUCO,MONZON,HUAMALIES,2016,Dengue,33
0,0,0,JUNIN,RIO NEGRO,SATIPO,2016,Dengue,33
0,0,0,TUMBES,ZORRITOS,CONTRALMIRANTE VILLAR,2016,Dengue,33
0,0,0,PIURA,LOS ORGANOS,TALARA,2016,Dengue,33
0,0,0,SAN MARTIN,CALZADA,MOYOBAMBA,2016,Dengue,33
0,0,0,UCAYALI,CAMPOVERDE,CORONEL PORTILLO,2016,Dengue,33
0,0,0,SAN MARTIN,SAN JOSE DE SISA,EL DORADO,2016,Dengue,33
3,2,1,PIURA,PIURA,PIURA,2016,Dengue,33
0,0,0,PIURA,SANTO DOMINGO,MORROPON,2016,Dengue,33
0,0,0,ICA,LA TINGUI�A,ICA,2016,Dengue,33
4,4,0,SAN MARTIN,TOCACHE,TOCACHE,2016,Dengue,33
0,0,0,HUANUCO,PILLCO MARCA,HUANUCO,2016,Dengue,33
0,0,0,SAN MARTIN,MORALES,SAN MARTIN,2016,Dengue,33
0,0,0,PIURA,CURA MORI,PIURA,2016,Dengue,33
0,0,0,PIURA,MANCORA,TALARA,2016,Dengue,33
1,1,0,TUMBES,SAN JACINTO,TUMBES,2016,Dengue,33
0,0,0,LAMBAYEQUE,TUMAN,CHICLAYO,2016,Dengue,33
0,0,0,LAMBAYEQUE,PIMENTEL,CHICLAYO,2016,Dengue,33
0,0,0,LA LIBERTAD,CHOCOPE,ASCOPE,2016,Dengue,33
7,7,0,PIURA,VEINTISEIS DE OCTUBRE,PIURA,2016,Dengue,33
0,0,0,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,2016,Dengue,33
0,0,0,LAMBAYEQUE,JAYANCA,LAMBAYEQUE,2016,Dengue,33
0,0,0,PIURA,CRISTO NOS VALGA,SECHURA,2016,Dengue,33
0,0,0,LORETO,PUTUMAYO,PUTUMAYO,2016,Dengue,33
0,0,0,MADRE DE DIOS,LABERINTO,TAMBOPATA,2016,Dengue,33
1,0,1,AYACUCHO,SAMUGARI,LA MAR,2016,Dengue,33
1,0,1,PIURA,BELLAVISTA,SULLANA,2016,Dengue,33
2,1,1,PIURA,SECHURA,SECHURA,2016,Dengue,33
10,3,7,PIURA,CASTILLA,PIURA,2016,Dengue,33
0,0,0,LA LIBERTAD,GUADALUPE,PACASMAYO,2016,Dengue,33
0,0,0,LORETO,ANDOAS,DATEM DEL MARA�ON,2016,Dengue,33
0,0,0,PIURA,SUYO,AYABACA,2016,Dengue,33
1,0,1,JUNIN,PANGOA,SATIPO,2016,Dengue,33
0,0,0,CAJAMARCA,TANTARICA,CONTUMAZA,2016,Dengue,33
0,0,0,AYACUCHO,AYNA,LA MAR,2016,Dengue,33
0,0,0,PASCO,PUERTO BERMUDEZ,OXAPAMPA,2016,Dengue,33
0,0,0,HUANUCO,AMARILIS,HUANUCO,2016,Dengue,33
0,0,0,HUANUCO,HUANUCO,HUANUCO,2016,Dengue,33
0,0,0,PIURA,CANCHAQUE,HUANCABAMBA,2016,Dengue,33
0,0,0,HUANUCO,TOURNAVISTA,PUERTO INCA,2016,Dengue,33
0,0,0,LORETO,URARINAS,LORETO,2016,Dengue,33
1,1,0,LORETO,JENARO HERRERA,REQUENA,2016,Dengue,33
0,0,0,PASCO,PALCAZU,OXAPAMPA,2016,Dengue,33
1,1,0,UCAYALI,CALLERIA,CORONEL PORTILLO,2016,Dengue,33
0,0,0,ANCASH,COISHCO,SANTA,2016,Dengue,33
0,0,0,TUMBES,ZARUMILLA,ZARUMILLA,2016,Dengue,33
0,0,0,JUNIN,COVIRIALI,SATIPO,2016,Dengue,33
4,3,1,CUSCO,KIMBIRI,LA CONVENCION,2016,Dengue,33
0,0,0,PIURA,EL ALTO,TALARA,2016,Dengue,33
0,0,0,PIURA,SALITRAL,SULLANA,2016,Dengue,33
1,1,0,MADRE DE DIOS,INAMBARI,TAMBOPATA,2016,Dengue,33
0,0,0,SAN MARTIN,UCHIZA,TOCACHE,2016,Dengue,33
7,7,0,PIURA,SULLANA,SULLANA,2016,Dengue,33
0,0,0,ICA,SANTIAGO,ICA,2016,Dengue,33
0,0,0,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,2016,Dengue,33
0,0,0,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2016,Dengue,33
0,0,0,CAJAMARCA,NAMBALLE,SAN IGNACIO,2016,Dengue,33
0,0,0,LIMA,SAN JUAN DE LURIGANCHO,LIMA,2016,Dengue,33
0,0,0,HUANUCO,JOSE CRESPO Y CASTILLO,LEONCIO PRADO,2016,Dengue,33
3,3,0,LA LIBERTAD,CHEPEN,CHEPEN,2016,Dengue,33
0,0,0,LAMBAYEQUE,ILLIMO,LAMBAYEQUE,2016,Dengue,33
0,0,0,TUMBES,AGUAS VERDES,ZARUMILLA,2016,Dengue,33
0,0,0,HUANUCO,LUYANDO,LEONCIO PRADO,2016,Dengue,33
2,2,0,LORETO,SAN JUAN BAUTISTA,MAYNAS,2016,Dengue,33
0,0,0,UCAYALI,PADRE ABAD,PADRE ABAD,2016,Dengue,33
0,0,0,ANCASH,BUENA VISTA ALTA,CASMA,2016,Dengue,33
0,0,0,AYACUCHO,SIVIA,HUANTA,2016,Dengue,33
0,0,0,LA LIBERTAD,VIRU,VIRU,2016,Dengue,33
0,0,0,LORETO,EMILIO SAN MARTIN,REQUENA,2016,Dengue,33
1,1,0,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,2016,Dengue,33
0,0,0,PIURA,AYABACA,AYABACA,2016,Dengue,33
3,2,1,LORETO,PUNCHANA,MAYNAS,2016,Dengue,33
0,0,0,LA LIBERTAD,CASA GRANDE,ASCOPE,2016,Dengue,33
0,0,0,LORETO,INDIANA,MAYNAS,2016,Dengue,33
6,6,0,PIURA,SAN JUAN DE BIGOTE,MORROPON,2016,Dengue,33
0,0,0,SAN MARTIN,RIOJA,RIOJA,2016,Dengue,33
0,0,0,LAMBAYEQUE,LA VICTORIA,CHICLAYO,2016,Dengue,33
0,0,0,PIURA,LOBITOS,TALARA,2016,Dengue,33
0,0,0,LORETO,LAS AMAZONAS,MAYNAS,2016,Dengue,33
0,0,0,LAMBAYEQUE,SA�A,CHICLAYO,2016,Dengue,33
0,0,0,LORETO,REQUENA,REQUENA,2016,Dengue,33
0,0,0,LA LIBERTAD,TRUJILLO,TRUJILLO,2016,Dengue,33
1,1,0,CAJAMARCA,JAEN,JAEN,2016,Dengue,33
1,1,0,UCAYALI,RAYMONDI,ATALAYA,2016,Dengue,33
1,1,0,PIURA,MARCAVELICA,SULLANA,2016,Dengue,33
0,0,0,MADRE DE DIOS,IBERIA,TAHUAMANU,2016,Dengue,33
2,0,2,PIURA,CATACAOS,PIURA,2016,Dengue,33
0,0,0,CAJAMARCA,PUCARA,JAEN,2016,Dengue,33
0,0,0,ICA,LOS AQUIJES,ICA,2016,Dengue,33
1,1,0,UCAYALI,MANANTAY,CORONEL PORTILLO,2016,Dengue,33
0,0,0,PIURA,VICE,SECHURA,2016,Dengue,33
0,0,0,LORETO,BARRANCA,DATEM DEL MARA�ON,2016,Dengue,33
0,0,0,PIURA,LA UNION,PIURA,2016,Dengue,33
0,0,0,PIURA,BERNAL,SECHURA,2016,Dengue,33
0,0,0,HUANUCO,MARIANO DAMASO BERAUN,LEONCIO PRADO,2016,Dengue,33
0,0,0,AYACUCHO,CANAYRE,HUANTA,2016,Dengue,33
0,0,0,LORETO,MAZAN,MAYNAS,2016,Dengue,33
0,0,0,UCAYALI,YARINACOCHA,CORONEL PORTILLO,2016,Dengue,33
0,0,0,CUSCO,ECHARATE,LA CONVENCION,2016,Dengue,33
0,0,0,PIURA,LA MATANZA,MORROPON,2016,Dengue,33
2,2,0,AMAZONAS,BAGUA GRANDE,UTCUBAMBA,2016,Dengue,33
0,0,0,ICA,PACHACUTEC,ICA,2016,Dengue,33
0,0,0,LA LIBERTAD,FLORENCIA DE MORA,TRUJILLO,2016,Dengue,33
0,0,0,PIURA,QUERECOTILLO,SULLANA,2016,Dengue,33
2,2,0,CUSCO,PICHARI,LA CONVENCION,2016,Dengue,33
8,8,0,TUMBES,CORRALES,TUMBES,2016,Dengue,33
2,2,0,TUMBES,LA CRUZ,TUMBES,2016,Dengue,33
0,0,0,LORETO,FERNANDO LORES,MAYNAS,2016,Dengue,33
0,0,0,ICA,SAN JOSE DE LOS MOLINOS,ICA,2016,Dengue,33
0,0,0,PASCO,OXAPAMPA,OXAPAMPA,2016,Dengue,33
0,0,0,JUNIN,PERENE,CHANCHAMAYO,2016,Dengue,33
0,0,0,AYACUCHO,ANCO,LA MAR,2016,Dengue,33
8,8,0,PIURA,PARI�AS,TALARA,2016,Dengue,33
0,0,0,ANCASH,CASMA,CASMA,2016,Dengue,33
0,0,0,SAN MARTIN,SORITOR,MOYOBAMBA,2016,Dengue,33
2,2,0,PIURA,MIGUEL CHECA,SULLANA,2016,Dengue,33
0,0,0,ICA,SAN JUAN BAUTISTA,ICA,2016,Dengue,33
0,0,0,SAN MARTIN,SAPOSOA,HUALLAGA,2016,Dengue,33
1,1,0,CAJAMARCA,CHILETE,CONTUMAZA,2016,Dengue,33
0,0,0,LORETO,TROMPETEROS,LORETO,2016,Dengue,33
0,0,0,LA LIBERTAD,CASCAS,GRAN CHIMU,2016,Dengue,33
2,2,0,TUMBES,PAMPAS DE HOSPITAL,TUMBES,2016,Dengue,33
0,0,0,LA LIBERTAD,HUANCHACO,TRUJILLO,2016,Dengue,33
0,0,0,LORETO,TORRES CAUSANA,MAYNAS,2016,Dengue,33
0,0,0,AMAZONAS,BAGUA,BAGUA,2016,Dengue,33
1,1,0,PIURA,MORROPON,MORROPON,2016,Dengue,33
0,0,0,PASCO,VILLA RICA,OXAPAMPA,2016,Dengue,33
0,0,0,LORETO,NAPO,MAYNAS,2016,Dengue,33
0,0,0,TUMBES,SAN JUAN DE LA VIRGEN,TUMBES,2016,Dengue,33
0,0,0,ICA,NASCA,NASCA,2016,Dengue,33
0,0,0,LA LIBERTAD,CHICAMA,ASCOPE,2016,Dengue,33
0,0,0,LA LIBERTAD,LA ESPERANZA,TRUJILLO,2016,Dengue,33
0,0,0,SAN MARTIN,PUCACACA,PICOTA,2016,Dengue,33
0,0,0,PIURA,BELLAVISTA DE LA UNION,SECHURA,2016,Dengue,33
5,5,0,AYACUCHO,LLOCHEGUA,HUANTA,2016,Dengue,33
0,0,0,LA LIBERTAD,MOCHE,TRUJILLO,2016,Dengue,33
0,0,0,LAMBAYEQUE,CAYALTI,CHICLAYO,2016,Dengue,33
0,0,0,SAN MARTIN,ALTO SAPOSOA,HUALLAGA,2016,Dengue,33
0,0,0,SAN MARTIN,SAN HILARION,PICOTA,2016,Dengue,33
0,0,0,AMAZONAS,ARAMANGO,BAGUA,2016,Dengue,33
0,0,0,LIMA,ATE,LIMA,2016,Dengue,33
0,0,0,ANCASH,COMANDANTE NOEL,CASMA,2016,Dengue,33
2,1,1,LORETO,BELEN,MAYNAS,2016,Dengue,33
0,0,0,PIURA,EL TALLAN,PIURA,2016,Dengue,33
0,0,0,ICA,ICA,ICA,2016,Dengue,33
0,0,0,UCAYALI,NESHUYA,PADRE ABAD,2016,Dengue,33
0,0,0,PIURA,LA BREA,TALARA,2016,Dengue,33
0,0,0,LORETO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,2016,Dengue,33
0,0,0,SAN MARTIN,LA BANDA DE SHILCAYO,SAN MARTIN,2016,Dengue,33
0,0,0,LIMA,INDEPENDENCIA,LIMA,2016,Dengue,33
0,0,0,SAN MARTIN,TARAPOTO,SAN MARTIN,2016,Dengue,33
0,0,0,LORETO,YURIMAGUAS,ALTO AMAZONAS,2016,Dengue,33
1,1,0,SAN MARTIN,JUANJUI,MARISCAL CACERES,2016,Dengue,33
0,0,0,LA LIBERTAD,EL PORVENIR,TRUJILLO,2016,Dengue,33
0,0,0,PIURA,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,2016,Dengue,33
0,0,0,UCAYALI,IRAZOLA,PADRE ABAD,2016,Dengue,33
0,0,0,ANCASH,SANTA,SANTA,2016,Dengue,33
0,0,0,LORETO,MANSERICHE,DATEM DEL MARA�ON,2016,Dengue,33
0,0,0,SAN MARTIN,NUEVO PROGRESO,TOCACHE,2016,Dengue,33
0,0,0,PIURA,BUENOS AIRES,MORROPON,2016,Dengue,33
0,0,0,SAN MARTIN,TINGO DE PONASA,PICOTA,2016,Dengue,33
0,0,0,PIURA,SANTA CATALINA DE MOSSA,MORROPON,2016,Dengue,33
0,0,0,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,2016,Dengue,33
0,0,0,SAN MARTIN,CAYNARACHI,LAMAS,2016,Dengue,33
0,0,0,LAMBAYEQUE,JOSE LEONARDO ORTIZ,CHICLAYO,2016,Dengue,33
0,0,0,JUNIN,SATIPO,SATIPO,2016,Dengue,33
0,0,0,SAN MARTIN,ALONSO DE ALVARADO,LAMAS,2016,Dengue,33
0,0,0,MADRE DE DIOS,MADRE DE DIOS,MANU,2016,Dengue,33
0,0,0,LORETO,SAN PABLO,MARISCAL RAMON CASTILLA,2016,Dengue,33
0,0,0,IMPORTADOS,IMPORTADOS,IMPORTADOS,2016,Dengue,33
0,0,0,SAN MARTIN,CHAZUTA,SAN MARTIN,2016,Dengue,33
0,0,0,ICA,PUEBLO NUEVO,CHINCHA,2016,Dengue,33
0,0,0,MADRE DE DIOS,LAS PIEDRAS,TAMBOPATA,2016,Dengue,33
0,0,0,JUNIN,MAZAMARI,SATIPO,2016,Dengue,33
0,0,0,LIMA,COMAS,LIMA,2016,Dengue,33
0,0,0,TUMBES,PAPAYAL,ZARUMILLA,2016,Dengue,33
0,0,0,LORETO,YAQUERANA,REQUENA,2016,Dengue,33
0,0,0,UCAYALI,NUEVA REQUENA,CORONEL PORTILLO,2016,Dengue,33
1,1,0,LA LIBERTAD,PAIJAN,ASCOPE,2016,Dengue,33
0,0,0,SAN MARTIN,SAN JOSE DE SISA,EL DORADO,2016,Dengue,34
0,0,0,LA LIBERTAD,PAIJAN,ASCOPE,2016,Dengue,34
0,0,0,PIURA,QUERECOTILLO,SULLANA,2016,Dengue,34
0,0,0,SAN MARTIN,PICOTA,PICOTA,2016,Dengue,34
0,0,0,LORETO,FERNANDO LORES,MAYNAS,2016,Dengue,34
0,0,0,ANCASH,CASMA,CASMA,2016,Dengue,34
0,0,0,PIURA,MARCAVELICA,SULLANA,2016,Dengue,34
0,0,0,LAMBAYEQUE,PITIPO,FERRE�AFE,2016,Dengue,34
0,0,0,LORETO,PARINARI,LORETO,2016,Dengue,34
0,0,0,PIURA,BUENOS AIRES,MORROPON,2016,Dengue,34
0,0,0,PASCO,CONSTITUCION,OXAPAMPA,2016,Dengue,34
0,0,0,PIURA,MORROPON,MORROPON,2016,Dengue,34
0,0,0,PIURA,CURA MORI,PIURA,2016,Dengue,34
4,4,0,PIURA,CHULUCANAS,MORROPON,2016,Dengue,34
0,0,0,LAMBAYEQUE,PIMENTEL,CHICLAYO,2016,Dengue,34
0,0,0,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2016,Dengue,34
0,0,0,SAN MARTIN,CAYNARACHI,LAMAS,2016,Dengue,34
0,0,0,PIURA,EL TALLAN,PIURA,2016,Dengue,34
0,0,0,SAN MARTIN,NUEVO PROGRESO,TOCACHE,2016,Dengue,34
0,0,0,SAN MARTIN,NUEVA CAJAMARCA,RIOJA,2016,Dengue,34
0,0,0,LA LIBERTAD,MOCHE,TRUJILLO,2016,Dengue,34
0,0,0,LORETO,ANDOAS,DATEM DEL MARA�ON,2016,Dengue,34
0,0,0,LAMBAYEQUE,CAYALTI,CHICLAYO,2016,Dengue,34
0,0,0,TUMBES,CANOAS DE PUNTA SAL,CONTRALMIRANTE VILLAR,2016,Dengue,34
0,0,0,PIURA,CANCHAQUE,HUANCABAMBA,2016,Dengue,34
7,7,0,TUMBES,TUMBES,TUMBES,2016,Dengue,34
0,0,0,PIURA,PAITA,PAITA,2016,Dengue,34
0,0,0,HUANUCO,LUYANDO,LEONCIO PRADO,2016,Dengue,34
0,0,0,PASCO,OXAPAMPA,OXAPAMPA,2016,Dengue,34
0,0,0,LORETO,TROMPETEROS,LORETO,2016,Dengue,34
0,0,0,JUNIN,PICHANAQUI,CHANCHAMAYO,2016,Dengue,34
0,0,0,UCAYALI,YARINACOCHA,CORONEL PORTILLO,2016,Dengue,34
